date,year,month,revenue_million,subscriptions_million,marketing_spend_million,ad_spend_million,avg_watch_time_hours,customer_satisfaction,competitor_price_index,gdp_growth,orders,average_order_value,content_genre,subscription_type,region,stock_price,stock_price_next_month,performance_up_next_month
2059-08-31,2059,8,10156.36,109.3,455.66,249.42,2.22,3.89,1.09,-0.66,910833,11150.63,Movies,Standard,Asia-Pacific,1132.48,1135.05,1
2059-09-30,2059,9,9888.02,113.58,495.4,143.74,2.08,3.87,1.16,3.96,946500,10446.93,Movies,Standard,Europe,1135.05,1138.46,1
2059-10-31,2059,10,10034.78,111.56,488.04,111.99,3.01,4.19,0.91,3.79,929666,10793.96,Series,Basic,Europe,1138.46,1141.45,1
2059-11-30,2059,11,10456.04,110.36,392.85,126.19,3.81,4.64,1.16,6.1,919666,11369.39,Documentary,Standard,North America,1141.45,1143.79,1
2059-12-31,2059,12,9985.09,107.02,255.39,221.2,1.69,3.81,1.15,4.34,891833,11196.14,Kids,Standard,Asia-Pacific,1143.79,1145.69,1
2060-01-31,2060,1,10412.87,112.78,454.02,269.89,3.23,4.56,1.02,-1.08,939833,11079.49,Kids,Standard,Asia-Pacific,1145.69,1149.28,1
2060-02-29,2060,2,9827.25,116.45,338.59,109.0,1.86,3.53,0.93,5.57,970416,10126.84,Documentary,Basic,Asia-Pacific,1149.28,1152.94,1
2060-03-31,2060,3,10329.11,116.3,407.59,246.83,1.61,4.13,0.94,5.4,969166,10657.73,Kids,Basic,Europe,1152.94,1155.15,1
2060-04-30,2060,4,10606.64,112.13,585.15,168.26,1.66,4.66,1.27,2.05,934416,11351.09,Series,Standard,North America,1155.15,1157.28,1
2060-05-31,2060,5,9436.68,111.91,389.66,195.71,4.0,4.01,1.18,3.19,932583,10118.86,Reality,Standard,Latin America,1157.28,1160.76,1
2060-06-30,2060,6,9943.11,114.13,543.93,285.77,1.85,4.35,0.95,6.31,951083,10454.51,Movies,Basic,Asia-Pacific,1160.76,1163.71,1
2060-07-31,2060,7,10359.31,111.26,315.99,166.39,1.64,3.81,1.04,2.76,927166,11173.09,Documentary,Standard,Asia-Pacific,1163.71,1166.71,1
2060-08-31,2060,8,10129.28,113.93,485.36,193.07,2.81,4.61,1.14,5.74,949416,10668.96,Movies,Basic,Latin America,1166.71,1168.84,1
2060-09-30,2060,9,10305.54,114.93,591.95,102.74,4.03,3.58,1.23,-0.84,957750,10760.16,Reality,Standard,North America,1168.84,1171.27,1
2060-10-31,2060,10,10017.0,115.92,285.66,116.32,2.29,4.78,0.92,0.03,966000,10369.57,Documentary,Basic,Asia-Pacific,1171.27,1173.61,1
2060-11-30,2060,11,10228.18,113.34,252.91,151.72,2.77,3.8,0.99,2.03,944500,10829.2,Reality,Premium,North America,1173.61,1175.66,1
2060-12-31,2060,12,10159.5,113.2,401.75,105.57,1.62,4.81,1.26,3.18,943333,10769.79,Kids,Premium,Asia-Pacific,1175.66,1178.42,1
2061-01-31,2061,1,10560.54,111.92,282.42,226.28,2.85,4.03,0.9,5.03,932666,11322.96,Kids,Basic,Middle East & Africa,1178.42,1181.97,1
2061-02-28,2061,2,10290.54,112.09,511.93,185.28,3.23,4.58,0.98,6.41,934083,11016.73,Kids,Premium,Asia-Pacific,1181.97,1183.96,1
2061-03-31,2061,3,10319.5,113.37,570.09,209.63,3.21,3.98,1.28,1.61,944750,10923.0,Reality,Standard,Middle East & Africa,1183.96,1185.75,1
2061-04-30,2061,4,10098.66,114.62,401.91,134.93,2.5,4.86,1.15,-1.12,955166,10572.68,Reality,Basic,North America,1185.75,1189.59,1
2061-05-31,2061,5,10079.94,115.79,340.55,159.19,2.45,3.69,1.0,4.91,964916,10446.44,Reality,Basic,Asia-Pacific,1189.59,1192.58,1
2061-06-30,2061,6,10100.46,112.42,402.04,232.76,1.82,3.77,0.93,3.34,936833,10781.49,Movies,Standard,Europe,1192.58,1194.86,1
2061-07-31,2061,7,10352.57,117.08,503.21,293.06,2.6,4.24,0.91,0.09,975666,10610.77,Reality,Standard,Europe,1194.86,1197.84,1
2061-08-31,2061,8,10111.94,113.63,253.17,110.08,1.8,3.62,1.0,2.46,946916,10678.81,Kids,Basic,Latin America,1197.84,1200.76,1
2061-09-30,2061,9,10329.17,114.2,456.31,278.08,3.8,3.79,1.25,4.44,951666,10853.78,Series,Standard,Europe,1200.76,1204.47,1
2061-10-31,2061,10,10868.87,112.81,464.65,215.38,4.4,4.92,1.07,4.66,940083,11561.61,Reality,Basic,Middle East & Africa,1204.47,1206.66,1
2061-11-30,2061,11,10511.59,109.53,473.19,212.78,4.41,4.96,1.19,2.5,912750,11516.4,Series,Standard,Europe,1206.66,1208.44,1
2061-12-31,2061,12,10156.45,116.22,334.71,200.06,4.1,4.06,1.27,0.94,968500,10486.78,Kids,Basic,Europe,1208.44,1211.66,1
2062-01-31,2062,1,10618.62,115.99,499.92,113.88,3.3,4.88,1.06,6.29,966583,10985.73,Reality,Standard,Europe,1211.66,1214.7,1
2062-02-28,2062,2,10139.84,114.03,281.99,117.98,3.6,4.32,0.98,3.81,950250,10670.71,Movies,Standard,Asia-Pacific,1214.7,1216.68,1
2062-03-31,2062,3,9654.83,114.79,319.74,220.18,2.36,3.9,1.11,1.77,956583,10093.04,Movies,Premium,Latin America,1216.68,1218.42,1
2062-04-30,2062,4,9967.84,115.76,557.11,168.19,3.39,4.55,1.26,0.74,964666,10332.94,Series,Premium,North America,1218.42,1221.52,1
2062-05-31,2062,5,9713.04,111.67,508.55,283.45,2.87,4.49,1.22,4.35,930583,10437.59,Movies,Premium,Latin America,1221.52,1223.34,1
2062-06-30,2062,6,10172.82,113.81,254.81,181.32,2.95,4.98,0.93,0.44,948416,10726.12,Movies,Standard,Middle East & Africa,1223.34,1225.34,1
2062-07-31,2062,7,10287.81,116.53,336.93,128.66,3.77,3.9,1.18,-0.13,971083,10594.16,Movies,Basic,Asia-Pacific,1225.34,1227.93,1
2062-08-31,2062,8,10789.22,112.5,325.04,242.94,2.35,4.51,1.13,2.74,937500,11508.5,Kids,Standard,Asia-Pacific,1227.93,1230.01,1
2062-09-30,2062,9,10388.37,115.67,344.78,158.67,2.45,3.58,1.26,0.82,963916,10777.26,Movies,Premium,Europe,1230.01,1233.28,1
2062-10-31,2062,10,10228.56,112.44,336.65,205.09,4.27,3.67,0.95,3.53,937000,10916.29,Documentary,Standard,Europe,1233.28,1234.89,1
2062-11-30,2062,11,10547.12,116.15,271.88,239.57,1.67,3.51,1.11,-0.56,967916,10896.73,Reality,Premium,Middle East & Africa,1234.89,1238.14,1
2062-12-31,2062,12,9638.96,115.22,410.63,280.05,2.96,5.0,1.25,3.74,960166,10038.85,Movies,Premium,Asia-Pacific,1238.14,1239.78,1
2063-01-31,2063,1,10376.99,112.13,506.46,258.44,4.24,4.7,1.06,0.77,934416,11105.32,Movies,Basic,North America,1239.78,1241.84,1
2063-02-28,2063,2,10541.57,117.76,462.36,235.27,3.33,4.68,1.09,-1.5,981333,10742.09,Movies,Basic,Latin America,1241.84,1244.27,1
2063-03-31,2063,3,9870.74,114.03,485.51,235.93,3.14,4.26,0.93,-0.48,950250,10387.52,Documentary,Premium,Asia-Pacific,1244.27,1246.58,1
2063-04-30,2063,4,10661.44,113.95,278.4,289.18,2.25,3.95,1.01,5.97,949583,11227.5,Movies,Premium,North America,1246.58,1250.04,1
2063-05-31,2063,5,10423.87,116.04,583.02,159.16,2.53,3.73,1.03,5.44,967000,10779.6,Movies,Standard,North America,1250.04,1252.08,1
2063-06-30,2063,6,10201.74,118.01,543.47,100.22,4.06,3.93,1.28,0.37,983416,10373.78,Reality,Premium,Latin America,1252.08,1255.35,1
2063-07-31,2063,7,10520.16,113.75,531.78,154.39,3.18,4.06,1.01,4.73,947916,11098.2,Documentary,Standard,North America,1255.35,1258.92,1
2063-08-31,2063,8,11015.54,115.97,538.04,143.58,3.04,4.63,1.08,3.37,966416,11398.34,Documentary,Premium,Middle East & Africa,1258.92,1262.32,1
2063-09-30,2063,9,10392.9,116.78,576.45,232.37,1.8,4.31,1.17,6.27,973166,10679.47,Movies,Basic,North America,1262.32,1264.55,1
2063-10-31,2063,10,10416.81,117.38,440.49,226.74,1.55,3.62,0.96,1.49,978166,10649.33,Documentary,Basic,Middle East & Africa,1264.55,1267.57,1
2063-11-30,2063,11,10208.54,116.41,320.1,218.69,4.39,3.53,1.09,3.95,970083,10523.37,Series,Premium,North America,1267.57,1269.55,1
2063-12-31,2063,12,10095.4,115.4,465.87,103.25,2.63,3.65,1.2,-0.99,961666,10497.82,Documentary,Standard,Europe,1269.55,1271.99,1
2064-01-31,2064,1,10603.46,114.55,510.01,245.76,3.31,4.12,1.25,1.67,954583,11107.95,Documentary,Standard,North America,1271.99,1275.68,1
2064-02-29,2064,2,10101.53,116.44,508.27,164.71,1.74,4.9,1.15,6.21,970333,10410.37,Documentary,Standard,Middle East & Africa,1275.68,1278.25,1
2064-03-31,2064,3,10383.83,114.2,432.51,233.01,3.55,4.46,1.17,2.81,951666,10911.21,Kids,Premium,North America,1278.25,1279.85,1
2064-04-30,2064,4,10223.07,110.57,273.96,211.32,4.3,4.7,0.95,0.8,921416,11094.96,Kids,Premium,North America,1279.85,1281.88,1
2064-05-31,2064,5,10514.06,117.35,379.89,168.55,3.23,4.2,1.28,-0.54,977916,10751.5,Kids,Basic,North America,1281.88,1285.48,1
2064-06-30,2064,6,10474.47,118.36,572.27,126.92,1.88,4.04,0.95,4.13,986333,10619.61,Documentary,Basic,Middle East & Africa,1285.48,1287.94,1
2064-07-31,2064,7,10689.64,111.9,454.56,118.88,3.25,3.66,1.21,3.66,932500,11463.42,Series,Premium,North America,1287.94,1290.32,1
2064-08-31,2064,8,10229.38,114.67,438.42,266.3,3.8,4.81,1.01,1.49,955583,10704.86,Documentary,Basic,Latin America,1290.32,1293.57,1
2064-09-30,2064,9,10305.42,118.0,344.1,283.68,2.72,4.67,1.27,6.11,983333,10480.09,Movies,Standard,Latin America,1293.57,1295.65,1
2064-10-31,2064,10,10096.76,120.95,378.96,229.96,4.14,3.75,1.19,-1.32,1007916,10017.46,Series,Standard,Middle East & Africa,1295.65,1297.82,1
2064-11-30,2064,11,10261.11,116.94,563.37,120.69,3.45,4.27,1.2,0.93,974500,10529.62,Kids,Premium,Europe,1297.82,1301.43,1
2064-12-31,2064,12,10511.59,115.52,483.26,180.41,4.2,4.23,0.99,5.87,962666,10919.25,Reality,Standard,Latin America,1301.43,1304.06,1
2065-01-31,2065,1,10629.5,116.68,525.59,245.79,3.37,4.44,1.08,1.07,972333,10931.95,Series,Premium,Asia-Pacific,1304.06,1306.56,1
2065-02-28,2065,2,10129.76,119.86,409.02,255.96,1.89,4.92,1.15,0.52,998833,10141.6,Kids,Standard,Latin America,1306.56,1309.45,1
2065-03-31,2065,3,10671.29,115.89,470.59,123.64,2.43,4.37,1.21,2.77,965750,11049.74,Series,Premium,Asia-Pacific,1309.45,1313.08,1
2065-04-30,2065,4,10821.11,115.65,336.93,100.01,2.11,4.31,0.94,5.09,963750,11228.13,Series,Standard,Middle East & Africa,1313.08,1314.81,1
2065-05-31,2065,5,10542.45,116.36,496.91,242.43,4.23,3.58,1.28,-0.67,969666,10872.25,Documentary,Standard,Europe,1314.81,1318.26,1
2065-06-30,2065,6,10985.46,115.49,399.66,171.32,3.78,3.59,1.26,6.04,962416,11414.46,Movies,Basic,Asia-Pacific,1318.26,1321.82,1
2065-07-31,2065,7,10194.29,117.71,404.89,150.9,3.53,3.78,1.01,4.86,980916,10392.62,Reality,Basic,Asia-Pacific,1321.82,1324.07,1
2065-08-31,2065,8,10057.03,120.78,477.26,102.58,2.4,3.55,1.23,-0.05,1006500,9992.08,Kids,Basic,Latin America,1324.07,1326.94,1
2065-09-30,2065,9,9900.82,118.25,577.7,208.06,2.05,4.62,1.11,4.2,985416,10047.35,Series,Basic,Asia-Pacific,1326.94,1329.38,1
2065-10-31,2065,10,10887.25,117.17,272.4,270.23,3.77,4.58,1.08,1.58,976416,11150.22,Reality,Basic,Middle East & Africa,1329.38,1331.89,1
2065-11-30,2065,11,10638.75,117.16,538.66,291.53,2.92,3.7,1.03,1.72,976333,10896.64,Series,Basic,Middle East & Africa,1331.89,1335.27,1
2065-12-31,2065,12,10429.77,114.69,352.33,213.15,2.18,4.75,1.13,4.77,955750,10912.65,Movies,Premium,Middle East & Africa,1335.27,1339.43,1
2066-01-31,2066,1,10534.44,119.65,405.37,202.89,3.35,3.73,1.19,6.2,997083,10565.26,Reality,Premium,Latin America,1339.43,1341.25,1
2066-02-28,2066,2,10116.81,117.8,257.67,117.01,1.62,3.95,1.06,-0.49,981666,10305.76,Kids,Basic,Europe,1341.25,1344.11,1
2066-03-31,2066,3,11192.18,117.66,355.37,209.77,2.48,3.87,1.15,1.87,980500,11414.77,Series,Premium,Latin America,1344.11,1346.96,1
2066-04-30,2066,4,10501.23,124.48,425.92,176.0,2.91,4.06,1.18,2.35,1037333,10123.3,Movies,Basic,Middle East & Africa,1346.96,1349.85,1
2066-05-31,2066,5,10499.28,118.76,269.66,221.43,1.94,3.88,1.18,1.51,989666,10608.91,Reality,Premium,Latin America,1349.85,1353.11,1
2066-06-30,2066,6,10688.2,116.73,421.88,177.75,4.45,4.23,0.92,1.41,972750,10987.61,Series,Standard,Middle East & Africa,1353.11,1354.35,1
2066-07-31,2066,7,10618.78,117.45,574.49,148.06,2.13,4.11,1.24,-1.08,978750,10849.33,Series,Premium,North America,1354.35,1357.71,1
2066-08-31,2066,8,10545.64,120.67,286.89,118.99,1.89,4.98,1.08,3.98,1005583,10487.09,Kids,Premium,North America,1357.71,1359.74,1
2066-09-30,2066,9,10245.34,118.67,517.55,162.98,2.11,3.58,1.0,1.99,988916,10360.17,Movies,Premium,Asia-Pacific,1359.74,1361.4,1
2066-10-31,2066,10,10627.93,115.64,393.38,119.33,3.81,3.71,1.0,0.06,963666,11028.64,Documentary,Standard,Europe,1361.4,1364.48,1
2066-11-30,2066,11,11055.1,120.42,479.31,135.38,2.78,3.58,1.09,5.03,1003500,11016.54,Series,Basic,North America,1364.48,1367.93,1
2066-12-31,2066,12,10898.12,117.32,341.08,297.47,3.2,4.44,1.25,4.92,977666,11147.08,Reality,Premium,Middle East & Africa,1367.93,1371.09,1
2067-01-31,2067,1,10976.45,122.47,305.82,188.82,1.56,3.58,1.05,2.39,1020583,10755.08,Kids,Premium,Latin America,1371.09,1373.84,1
2067-02-28,2067,2,10349.14,120.95,306.16,206.37,1.6,4.75,1.2,0.89,1007916,10267.86,Kids,Standard,Latin America,1373.84,1377.24,1
2067-03-31,2067,3,10209.63,117.97,274.67,274.72,2.84,4.27,0.94,3.6,983083,10385.32,Series,Basic,Asia-Pacific,1377.24,1379.94,1
2067-04-30,2067,4,10472.77,121.5,314.98,299.11,3.95,4.29,1.09,0.81,1012500,10343.48,Series,Premium,Latin America,1379.94,1382.13,1
2067-05-31,2067,5,10531.23,119.14,482.48,216.54,4.16,4.34,1.3,0.39,992833,10607.25,Series,Standard,North America,1382.13,1385.35,1
2067-06-30,2067,6,10846.78,120.78,558.59,262.49,1.76,3.76,1.21,4.34,1006500,10776.73,Documentary,Basic,Latin America,1385.35,1387.7,1
2067-07-31,2067,7,10014.78,120.11,534.94,165.39,3.12,3.8,0.98,-1.18,1000916,10005.61,Series,Basic,North America,1387.7,1389.71,1
2067-08-31,2067,8,10985.39,117.52,489.8,161.15,4.24,3.98,1.1,-0.74,979333,11217.22,Movies,Premium,North America,1389.71,1391.83,1
2067-09-30,2067,9,10483.13,118.0,288.65,180.54,2.66,4.39,0.99,-1.45,983333,10660.81,Reality,Premium,Europe,1391.83,1393.4,1
2067-10-31,2067,10,10406.47,121.41,351.22,234.5,3.99,3.82,1.06,-0.28,1011750,10285.61,Series,Premium,Asia-Pacific,1393.4,1394.83,1
2067-11-30,2067,11,10234.91,118.75,358.43,236.44,1.9,3.67,1.21,-0.95,989583,10342.65,Documentary,Premium,Middle East & Africa,1394.83,1398.93,1
2067-12-31,2067,12,10046.09,118.69,337.48,163.05,4.31,4.96,1.21,6.47,989083,10156.97,Reality,Standard,North America,1398.93,1401.18,1
2068-01-31,2068,1,10793.5,117.65,430.25,126.64,3.75,3.53,0.99,0.81,980416,11009.1,Kids,Standard,Asia-Pacific,1401.18,1402.88,1
2068-02-29,2068,2,10572.55,120.48,437.44,226.48,4.32,4.7,1.27,-0.31,1004000,10530.43,Series,Premium,Middle East & Africa,1402.88,1405.68,1
2068-03-31,2068,3,10167.57,123.83,374.91,125.67,3.53,4.68,1.14,0.43,1031916,9853.1,Reality,Basic,Latin America,1405.68,1409.33,1
2068-04-30,2068,4,10170.03,117.64,373.83,215.7,2.59,3.95,1.05,5.99,980333,10374.06,Kids,Premium,Asia-Pacific,1409.33,1412.09,1
2068-05-31,2068,5,10461.83,119.89,539.99,238.68,4.31,3.7,1.1,2.66,999083,10471.43,Documentary,Basic,Asia-Pacific,1412.09,1415.26,1
2068-06-30,2068,6,11067.27,122.74,526.25,240.12,2.33,3.72,1.14,1.42,1022833,10820.21,Movies,Basic,Asia-Pacific,1415.26,1419.32,1
2068-07-31,2068,7,10492.69,119.83,357.73,250.69,2.5,4.55,1.12,5.49,998583,10507.58,Series,Basic,Latin America,1419.32,1422.0,1
2068-08-31,2068,8,10123.63,120.96,569.83,274.57,3.6,4.46,1.09,1.66,1008000,10043.28,Movies,Standard,Latin America,1422.0,1424.76,1
2068-09-30,2068,9,10504.86,118.0,583.49,199.99,3.8,4.67,1.1,1.18,983333,10682.91,Documentary,Basic,Asia-Pacific,1424.76,1426.68,1
2068-10-31,2068,10,10500.77,121.05,364.36,246.05,4.29,4.91,0.97,0.16,1008750,10409.69,Reality,Basic,Europe,1426.68,1429.51,1
2068-11-30,2068,11,9777.52,119.89,374.05,223.83,2.11,4.54,1.23,1.52,999083,9786.49,Reality,Standard,North America,1429.51,1431.8,1
2068-12-31,2068,12,10574.3,122.31,426.97,137.33,3.89,3.73,1.12,1.03,1019250,10374.59,Documentary,Basic,Latin America,1431.8,1434.91,1
2069-01-31,2069,1,10525.31,122.78,579.39,105.14,3.72,3.87,0.95,3.92,1023166,10287.0,Documentary,Basic,Europe,1434.91,1437.15,1
2069-02-28,2069,2,10807.46,125.65,556.71,156.91,1.69,4.76,1.21,0.82,1047083,10321.49,Series,Premium,Latin America,1437.15,1439.59,1
2069-03-31,2069,3,11157.29,121.7,285.9,188.61,2.66,3.81,1.27,3.12,1014166,11001.44,Kids,Basic,Asia-Pacific,1439.59,1441.8,1
2069-04-30,2069,4,10944.58,121.27,387.46,223.42,2.35,3.61,1.28,-0.97,1010583,10829.97,Movies,Basic,Europe,1441.8,1444.41,1
2069-05-31,2069,5,10529.94,121.07,443.68,269.99,2.41,4.55,1.05,0.03,1008916,10436.88,Movies,Basic,Middle East & Africa,1444.41,1447.05,1
2069-06-30,2069,6,10282.66,120.05,426.1,139.25,4.45,4.1,0.95,1.76,1000416,10278.38,Reality,Basic,North America,1447.05,1451.34,1
2069-07-31,2069,7,11390.63,121.5,317.85,125.11,3.43,4.88,1.11,6.0,1012500,11250.0,Reality,Basic,North America,1451.34,1454.01,1
2069-08-31,2069,8,10640.39,120.31,550.59,292.7,3.65,4.48,0.95,1.52,1002583,10612.98,Series,Standard,Latin America,1454.01,1457.22,1
2069-09-30,2069,9,10630.81,121.3,486.93,121.61,4.43,3.64,1.27,3.81,1010833,10516.88,Documentary,Basic,North America,1457.22,1459.91,1
2069-10-31,2069,10,10623.39,123.67,543.27,195.7,2.63,4.92,0.97,0.54,1030583,10308.14,Movies,Basic,Middle East & Africa,1459.91,1462.07,1
2069-11-30,2069,11,10694.06,119.09,550.57,217.11,3.91,3.89,1.0,-0.48,992416,10775.78,Series,Standard,Europe,1462.07,1464.02,1
2069-12-31,2069,12,10595.33,123.46,511.92,208.27,2.8,4.01,1.06,-1.03,1028833,10298.4,Reality,Standard,Europe,1464.02,1466.58,1
2070-01-31,2070,1,10470.54,123.88,403.72,117.21,4.11,4.1,1.05,0.94,1032333,10142.6,Reality,Basic,Asia-Pacific,1466.58,1468.85,1
2070-02-28,2070,2,10482.59,121.08,463.69,111.41,2.04,3.58,1.22,-0.24,1009000,10389.09,Movies,Basic,Europe,1468.85,1471.24,1
2070-03-31,2070,3,10640.82,117.14,306.13,121.1,4.34,4.24,1.08,-0.11,976166,10900.63,Reality,Basic,Latin America,1471.24,1474.63,1
2070-04-30,2070,4,10491.63,120.24,485.78,217.12,2.16,3.68,0.97,4.59,1002000,10470.69,Reality,Premium,Middle East & Africa,1474.63,1476.4,1
2070-05-31,2070,5,10444.8,124.12,312.74,208.87,2.48,4.1,1.01,-1.37,1034333,10098.1,Kids,Premium,Asia-Pacific,1476.4,1480.26,1
2070-06-30,2070,6,10694.59,121.55,492.88,146.75,3.77,4.03,1.1,2.96,1012916,10558.22,Documentary,Basic,Latin America,1480.26,1483.12,1
2070-07-31,2070,7,10590.17,119.67,330.36,227.55,2.68,4.66,0.96,1.54,997250,10619.37,Reality,Standard,Latin America,1483.12,1486.23,1
2070-08-31,2070,8,11121.87,120.73,291.14,264.01,3.32,4.7,1.14,2.55,1006083,11054.62,Kids,Basic,Latin America,1486.23,1488.96,1
2070-09-30,2070,9,9879.38,123.49,307.85,108.32,2.83,3.73,1.13,3.0,1029083,9600.18,Series,Standard,North America,1488.96,1491.95,1
2070-10-31,2070,10,11006.13,122.97,250.7,199.63,3.73,4.05,1.19,1.01,1024750,10740.31,Reality,Standard,Latin America,1491.95,1494.77,1
2070-11-30,2070,11,11056.51,121.47,501.56,237.86,2.18,4.06,1.28,0.86,1012250,10922.71,Series,Standard,North America,1494.77,1497.47,1
2070-12-31,2070,12,10064.67,121.28,506.34,150.46,1.68,3.73,1.26,4.37,1010666,9958.45,Reality,Basic,Europe,1497.47,1501.06,1
2071-01-31,2071,1,10587.88,121.3,430.23,161.55,2.4,4.7,1.28,5.47,1010833,10474.41,Movies,Basic,North America,1501.06,1503.46,1
2071-02-28,2071,2,10583.26,120.31,306.48,222.73,2.92,4.56,1.0,0.04,1002583,10555.99,Kids,Standard,Latin America,1503.46,1506.62,1
2071-03-31,2071,3,10276.45,125.46,279.24,279.59,2.0,3.79,0.95,-0.72,1045500,9829.22,Kids,Premium,Middle East & Africa,1506.62,1510.89,1
2071-04-30,2071,4,10469.36,121.65,256.7,261.98,2.56,4.05,1.02,5.68,1013750,10327.36,Movies,Premium,Middle East & Africa,1510.89,1513.07,1
2071-05-31,2071,5,10373.53,124.8,308.01,216.63,2.7,3.66,1.26,1.3,1040000,9974.55,Documentary,Premium,Europe,1513.07,1516.03,1
2071-06-30,2071,6,11236.39,125.48,561.8,246.04,1.67,4.44,1.29,2.91,1045666,10745.68,Kids,Standard,Latin America,1516.03,1518.46,1
2071-07-31,2071,7,10995.42,124.5,334.54,172.96,3.25,3.68,1.24,1.38,1037500,10598.0,Series,Basic,North America,1518.46,1521.12,1
2071-08-31,2071,8,11100.19,121.71,373.99,228.19,4.15,4.98,0.94,-0.49,1014250,10944.23,Kids,Standard,Middle East & Africa,1521.12,1524.77,1
2071-09-30,2071,9,10939.22,123.46,286.87,193.24,1.96,4.67,1.28,3.21,1028833,10632.65,Documentary,Premium,Asia-Pacific,1524.77,1527.93,1
2071-10-31,2071,10,10388.01,122.67,327.83,137.99,3.29,4.09,1.07,2.7,1022250,10161.91,Series,Basic,Latin America,1527.93,1530.66,1
2071-11-30,2071,11,10573.37,120.98,431.73,240.35,3.49,4.37,0.9,0.12,1008166,10487.73,Series,Standard,Latin America,1530.66,1533.58,1
2071-12-31,2071,12,10881.55,123.51,462.71,211.29,2.76,4.87,1.08,2.11,1029250,10572.31,Movies,Standard,Asia-Pacific,1533.58,1537.47,1
2072-01-31,2072,1,10372.1,120.57,335.87,171.72,3.6,4.33,0.92,4.88,1004750,10323.07,Reality,Premium,Middle East & Africa,1537.47,1540.63,1
2072-02-29,2072,2,10956.64,125.37,270.21,282.27,2.73,3.76,1.12,3.22,1044750,10487.33,Movies,Standard,Asia-Pacific,1540.63,1542.44,1
2072-03-31,2072,3,10674.65,122.14,386.86,104.19,3.01,4.07,1.04,-0.72,1017833,10487.62,Reality,Basic,Europe,1542.44,1545.85,1
2072-04-30,2072,4,10638.3,123.54,331.97,163.15,1.52,4.76,1.09,2.88,1029500,10333.46,Movies,Premium,North America,1545.85,1549.41,1
2072-05-31,2072,5,10968.04,123.77,326.84,111.38,3.58,4.47,1.15,4.12,1031416,10633.96,Reality,Premium,North America,1549.41,1552.61,1
2072-06-30,2072,6,10892.04,122.76,585.95,253.31,3.48,4.48,1.25,4.84,1023000,10647.16,Kids,Basic,Middle East & Africa,1552.61,1556.52,1
2072-07-31,2072,7,10654.47,124.52,465.71,240.42,1.62,4.8,1.16,3.53,1037666,10267.73,Series,Premium,Asia-Pacific,1556.52,1558.8,1
2072-08-31,2072,8,11114.57,122.47,444.91,166.27,2.6,4.84,1.07,-0.28,1020583,10890.41,Reality,Standard,Latin America,1558.8,1562.51,1
2072-09-30,2072,9,10446.45,125.23,395.52,235.13,4.44,4.88,1.23,4.18,1043583,10010.18,Kids,Standard,Latin America,1562.51,1565.53,1
2072-10-31,2072,10,10959.56,120.87,400.13,179.19,2.76,3.64,1.26,3.92,1007250,10880.68,Documentary,Premium,Latin America,1565.53,1568.34,1
2072-11-30,2072,11,10956.71,123.88,439.32,251.25,3.01,4.32,0.95,-1.3,1032333,10613.54,Movies,Basic,Europe,1568.34,1571.44,1
2072-12-31,2072,12,10689.92,127.58,493.75,190.84,4.23,4.61,1.11,1.79,1063166,10054.8,Documentary,Standard,Europe,1571.44,1573.79,1
2073-01-31,2073,1,10884.63,121.77,495.75,182.46,3.65,4.64,1.01,1.16,1014750,10726.42,Kids,Basic,Latin America,1573.79,1577.58,1
2073-02-28,2073,2,10415.46,122.48,310.09,286.95,3.25,4.41,0.92,3.86,1020666,10204.57,Documentary,Standard,Middle East & Africa,1577.58,1580.58,1
2073-03-31,2073,3,11072.0,124.94,425.04,150.18,3.89,3.75,1.17,0.23,1041166,10634.23,Documentary,Standard,Europe,1580.58,1583.71,1
2073-04-30,2073,4,10743.33,124.34,394.19,124.09,4.09,4.7,1.25,3.23,1036166,10368.35,Kids,Premium,Europe,1583.71,1588.08,1
2073-05-31,2073,5,10645.99,124.75,554.68,216.91,2.87,4.58,0.97,5.81,1039583,10240.63,Series,Premium,North America,1588.08,1591.72,1
2073-06-30,2073,6,11121.51,125.1,471.0,293.86,2.93,3.63,1.22,4.88,1042500,10668.12,Reality,Basic,North America,1591.72,1595.51,1
2073-07-31,2073,7,10599.51,125.46,436.38,175.57,2.66,4.2,1.24,5.87,1045500,10138.22,Movies,Premium,Middle East & Africa,1595.51,1599.75,1
2073-08-31,2073,8,10392.28,126.48,290.39,112.41,4.4,3.76,1.27,6.33,1054000,9859.85,Reality,Standard,Europe,1599.75,1601.77,1
2073-09-30,2073,9,10351.83,125.15,461.97,167.86,3.59,4.01,1.01,-1.41,1042916,9925.85,Movies,Standard,Europe,1601.77,1604.94,1
2073-10-31,2073,10,11004.63,123.92,291.02,201.19,1.75,3.53,1.26,3.48,1032666,10656.52,Reality,Basic,Asia-Pacific,1604.94,1608.12,1
2073-11-30,2073,11,10442.7,125.81,368.02,132.38,4.09,4.1,1.03,1.8,1048416,9960.45,Documentary,Basic,Middle East & Africa,1608.12,1612.29,1
2073-12-31,2073,12,11357.27,128.34,299.99,231.62,2.94,4.32,1.12,5.38,1069500,10619.23,Series,Standard,Middle East & Africa,1612.29,1614.85,1
2074-01-31,2074,1,10210.26,124.34,492.23,299.55,1.71,4.43,0.92,0.51,1036166,9853.88,Documentary,Premium,Asia-Pacific,1614.85,1619.77,1
